,day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
630,5,2015,3,13,13/03/2015,31.1,11.6,1034.5,10,12.3,20,26,41,26.1,0,999.9,0,609
631,1,2018,3,19,19/03/2018,30.5,6.6,1011.7,10,12.2,20,26,37,21,0,999.9,0,686
632,1,2018,3,12,12/03/2018,36.7,30.7,1016.1,10,9,20,27,46,27,0,999.9,0,679
633,1,2016,3,14,14/03/2016,43.8,33.8,1022.8,9.5,12.3,20,28.9,46,41,0,999.9,0,640
634,5,2015,3,27,27/03/2015,42.4,40,1004.3,5.1,13.1,20,31.1,48.9,37.9,0.44,999.9,1,532
635,7,2017,3,12,12/03/2017,20,2.6,1021.2,10,16.1,20,29.9,26.1,15.1,0,999.9,0,516
636,6,2016,3,26,26/03/2016,44.8,37.6,1022.2,9.3,15.1,21,28.9,55.9,36,0.9,999.9,1,530
637,3,2017,3,8,08/03/2017,45.9,42.6,1016,5.5,15.3,21,28.9,48.9,30,0.07,999.9,1,609
638,6,2015,3,14,14/03/2015,38.7,33.3,1025.1,5.8,10.8,21,28,46,26.1,0,999.9,1,507
639,4,2013,3,28,28/03/2013,42.5,34.5,1011.7,9.9,12.5,21,25.1,50,37.9,0.02,999.9,0,549
640,4,2013,3,21,21/03/2013,38.3,29.9,1006.7,9.8,10.9,21,27,45,28,0,999.9,0,508
641,3,2014,3,5,05/03/2014,29.5,18.3,1024.3,9.5,7.1,21,26,36,25,0,999.9,0,491
642,6,2015,3,7,07/03/2015,25,15.9,1023.3,9.9,10.9,21,28.9,33.1,12,0,999.9,0,578
643,2,2013,3,5,05/03/2013,38.5,29.8,1009.5,9.9,14.9,21,27,43,35.1,0,999.9,0,527
645,4,2019,3,21,21/03/2019,40.7,32.6,1023,10,12.7,21,26,48,24.1,0,999.9,0,624
646,3,2016,3,30,30/03/2016,43.4,24.8,1023.9,10,13.2,21,27,55,37.9,0,999.9,0,650
647,1,2015,3,23,23/03/2015,27.2,1.4,1019.5,10,14.9,22,32.1,37.9,21,0,999.9,0,586
648,5,2014,3,21,21/03/2014,39.3,28.2,1010.6,9.6,14,22,28,44.1,35.1,0,999.9,0,589
649,4,2014,3,6,06/03/2014,26.3,14,1032.2,9.1,16.4,22,28,30.2,21,0,999.9,0,558
650,6,2014,3,22,22/03/2014,38.1,27.9,1013.6,9.7,11.2,22,31.1,50,23,0,999.9,0,493
651,7,2019,3,24,24/03/2019,39.1,23.6,1016.9,10,15.5,22,28,46,32,0,999.9,0,466
652,5,2018,3,9,09/03/2018,35.5,28.2,1004,9.6,12,22,29.9,44.1,30,0.01,999.9,1,751
653,1,2016,3,21,21/03/2016,37.4,32,1008.7,7.3,16,22,31.1,43,34,0.35,999.9,0,617
654,5,2017,3,10,10/03/2017,35.5,26.4,1012.1,5.8,12.1,22,28.9,52,30,0,999.9,1,612
655,2,2016,3,22,22/03/2016,40.8,23.9,1015.9,10,16,22,28,45,35.1,0.01,999.9,0,628
656,4,2014,3,13,13/03/2014,32.2,27.9,990.4,3.9,14.7,22.9,28.9,48.2,21,0.6,999.9,1,545
657,4,2014,3,20,20/03/2014,41.7,37.6,1009.6,6.3,14.9,22.9,28,46,37,0.4,999.9,1,627
658,6,2013,3,23,23/03/2013,38.5,21.7,1006.3,10,15.9,22.9,39,45,32,0.02,999.9,0,488
659,1,2018,3,26,26/03/2018,36.4,25,1036,10,19.4,22.9,34,45,32,0.01,999.9,0,710
660,4,2015,3,12,12/03/2015,38.1,21.9,1020.9,10,14.1,22.9,31.1,48,33.1,0.25,999.9,0,586
661,6,2020,3,14,14/03/2020,45.3,32.8,1020.6,9,14.1,22.9,32.1,52,41,0.21,999.9,1,370
662,2,2013,3,19,19/03/2013,39.6,35.5,1012.4,4.6,16.5,22.9,33,46.9,33.1,0.41,999.9,1,559
663,7,2020,3,29,29/03/2020,44.8,41.2,1019,7.8,15.2,22.9,33,53.1,30,0.34,999.9,1,146
664,4,2017,3,9,09/03/2017,45.9,34.3,1012,9.1,17.7,22.9,31.1,52,41,0.09,999.9,0,665
665,6,2019,3,16,16/03/2019,46.9,38.6,1009.9,6.1,16,22.9,31.1,51.1,41,0.11,999.9,1,550
666,4,2020,3,26,26/03/2020,41.2,33.6,1013,9.7,17.3,22.9,29.9,46.9,36,0.11,999.9,1,187
667,4,2014,3,27,27/03/2014,28.4,8.6,1022.3,10,18.2,24.1,35,34,23,0,999.9,0,538
668,5,2016,3,4,04/03/2016,33.9,26.2,1021.7,6.9,8.5,24.1,33,39,25,0,999.9,0,685
669,3,2016,3,16,16/03/2016,45.2,41.9,1007.8,7.7,15.7,24.1,29.9,51.1,43,0.18,999.9,1,629
670,3,2017,3,22,22/03/2017,38.6,20.9,1011.4,10,14.8,24.1,36.9,50,27,0,999.9,0,617
671,5,2013,3,15,15/03/2013,31.2,13.7,1009.1,10,18.5,24.1,36.9,39,25,0,999.9,0,607
672,3,2018,3,7,07/03/2018,38.1,35.9,1012.1,8.9,12.3,24.1,36.9,43,32,0,999.9,0,517
673,2,2013,3,26,26/03/2013,39.8,28.7,1002.7,9.7,15.5,24.1,34,46.9,35.1,0.05,999.9,0,425
674,1,2014,3,24,24/03/2014,27.4,8,1017.9,10,13.4,24.1,31.1,36,21.9,0,999.9,0,547
675,3,2017,3,1,01/03/2017,47.4,45.8,1007,2,11.5,24.1,29.9,52,41,0.03,999.9,1,571
676,6,2018,3,10,10/03/2018,38.1,25.9,1007.9,10,17.5,24.1,31.1,43,30,0,999.9,0,567
677,4,2018,3,15,15/03/2018,36.5,28.1,996.7,9.7,20.1,24.1,33,39.9,33.1,0,999.9,0,689
678,3,2013,3,20,20/03/2013,36.5,25.7,1007.3,10,17.9,25.1,32.1,42.1,32,0.35,999.9,0,540
679,4,2017,3,16,16/03/2017,28.5,11.1,1008,9.8,19.1,25.1,33,36,23,0,999.9,0,839
680,2,2016,3,29,29/03/2016,48.6,34.9,1003.4,9.7,19.6,25.1,35,55,41,0.44,999.9,1,683
681,7,2017,3,5,05/03/2017,20.8,-1.7,1029.2,10,19.8,25.1,35.9,33.1,12,0,999.9,0,489
682,7,2015,3,22,22/03/2015,35.1,18.8,1011.9,9.4,15.7,25.1,33,41,21,0.13,999.9,0,432
683,4,2017,3,23,23/03/2017,26.4,1.5,1028.6,10,17.1,25.1,35,46,19.9,0,999.9,0,703
684,3,2016,3,2,02/03/2016,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52,37,0.15,999.9,0,653
685,2,2018,3,27,27/03/2018,37.6,28.7,1032.5,10,16,25.1,29.9,45,30.9,0,999.9,0,627
686,1,2014,3,3,03/03/2014,27.3,20.3,1017.2,5.8,11.2,25.1,32.1,33.8,21,0,999.9,1,440
687,2,2016,3,15,15/03/2016,48.3,45.7,1010.6,3.4,17.3,25.1,35,54,41,0.57,999.9,1,608
688,5,2019,3,22,22/03/2019,42.3,39.4,997.6,6.9,15,25.1,33,48,36,0.75,999.9,0,718
689,6,2017,3,4,04/03/2017,22.9,0.1,1026.4,9.9,17.8,25.1,33,37,18,0,999.9,0,536
690,7,2018,3,25,25/03/2018,35.8,32.8,1024.2,9.3,16.6,26,35.9,46,26.1,0,999.9,0,491
691,4,2015,3,19,19/03/2015,27.6,-1.5,1020.8,10,18.3,26,35,35.1,21.9,0,999.9,0,582
692,1,2014,3,31,31/03/2014,37.8,35.3,1005.3,6.1,21.3,26,38.1,39.9,36,0.29,999.9,0,559
693,3,2013,3,6,06/03/2013,39.1,34.2,1014.7,9.4,13.5,26,39,43,32,0.02,999.9,0,475
694,7,2019,3,10,10/03/2019,36.8,30.2,1027.7,7.1,14.7,27,41,46.9,25,0,999.9,1,462
695,1,2015,3,16,16/03/2015,32.9,18.5,1011.1,9,17.1,27,39,43,28,0.01,999.9,0,529
696,2,2015,3,17,17/03/2015,38.6,34.1,1003.7,7.9,10.1,27,39,46.9,28,0.01,999.9,0,528
697,4,2018,3,8,08/03/2018,39.6,36.3,999.1,8.2,15.8,27,39,46,34,0.79,999.9,0,633
698,2,2018,3,6,06/03/2018,37.7,30.1,1014.9,10,17.5,27,38.1,41,33.1,0.08,999.9,0,676
699,6,2019,3,23,23/03/2019,39.3,30.2,999.3,9,21.7,28,38.1,46,32,0,999.9,0,530
701,6,2018,3,17,17/03/2018,33.3,17.6,1005.7,10,19.7,28,35,39.9,28,0,999.9,0,562
702,6,2019,3,2,02/03/2019,35.1,32.5,1016.8,6,16.1,28,35.9,37,33.1,0.35,999.9,0,642
703,4,2017,3,2,02/03/2017,47.8,36.9,999.2,6.9,21.6,28,41,52,37.9,0,999.9,0,653
704,3,2018,3,21,21/03/2018,36.8,32.7,1005.4,8.6,21,28,36.9,39,27,0,999.9,0,477
705,6,2017,3,11,11/03/2017,22.5,7.2,1013.6,9.4,19.3,28.9,39,44.1,17.1,0.07,999.9,0,548
706,7,2017,3,19,19/03/2017,36,32.2,1019.7,5.6,19.4,28.9,38.1,43,21.9,0.16,999.9,1,550
707,6,2013,3,9,09/03/2013,39.2,31.7,1018.9,9.9,24.9,28.9,42.9,42.1,37.4,0.4,999.9,0,569
708,4,2018,3,22,22/03/2018,36.1,35.3,1001.5,6.6,21.5,29.9,41,37.9,33.8,0.86,999.9,0,759
709,3,2015,3,18,18/03/2015,31,3.9,1009,10,21.1,29.9,44.1,46.9,28,0.19,999.9,0,547
710,1,2017,3,20,20/03/2017,39.2,26.3,1013.2,9.4,21.4,29.9,41,45,33.1,0.36,999.9,0,750
711,7,2018,3,4,04/03/2018,39.6,33.6,1013.5,9.9,23.4,29.9,40,43,36,0.11,999.9,0,457
712,3,2018,3,14,14/03/2018,34.8,29,999.1,9.7,22.8,31.1,40,39,32,0.99,999.9,0,652
713,6,2016,3,5,05/03/2016,34.8,22.6,1017.4,9.1,20.8,32.1,42,39,30,0.37,999.9,0,601
714,1,2018,3,5,05/03/2018,37.8,34.5,1011,8.2,24.2,33,44.1,43,33.1,0.38,999.9,0,616
716,2,2017,3,14,14/03/2017,36.3,30.9,1011.8,6,18.1,36.9,51.1,46.9,17.1,0.01,999.9,0,374
718,4,2013,3,7,07/03/2013,38.3,35.2,1008.2,4.1,31.6,39,55,41,33.8,0.8,999.9,0,535
719,3,2014,3,26,26/03/2014,30.8,22.2,1001.4,4.7,28,44.1,71.1,34,26.6,0,999.9,1,563
722,5,2018,3,2,02/03/2018,45.3,45.2,989.8,5.1,23.3,49,65.1,48.9,39,0.35,999.9,0,884
724,1,2020,4,6,06/04/2020,46.7,37.8,1015,9.9,7.9,14,19,55,37,0,999.9,0,126
726,3,2020,4,15,15/04/2020,44.7,39.1,1012.9,9.6,7.4,14,20,48,42.8,0.22,999.9,1,138
730,4,2020,4,23,23/04/2020,42.8,20.9,1015.9,10,14.7,19,28.9,48.9,36,0,999.9,0,108
731,1,2020,4,20,20/04/2020,46.8,39.4,1004.4,9.9,13.3,19,26,52,37,0,999.9,1,140
732,6,2020,4,11,11/04/2020,44.1,30.8,1005.8,10,15.6,21,31.1,51.1,39.9,0.01,999.9,0,121
733,7,2020,4,26,26/04/2020,45.3,40.9,1017.9,7.9,11.3,22,31.1,59,39.9,0,999.9,1,140
734,4,2020,4,30,30/04/2020,46.8,41.4,1025.9,9.8,17.1,22,27,55,37,0,999.9,0,172
735,6,2020,4,4,04/04/2020,42.3,38.4,1011.2,6.8,21.1,26,35.9,45,39,0.6,999.9,1,155
736,1,2020,4,27,27/04/2020,46.3,34,1003.5,1.3,13.1,27,35.9,52,39.9,0.43,999.9,1,131
737,5,2020,4,3,03/04/2020,43.7,41.9,994.9,3.7,25.6,34,42.9,45,33.1,0.48,999.9,1,190
738,1,2020,4,13,13/04/2020,51.6,48.9,1017.6,6.6,19.6,39,53,57,36,0.03,999.9,1,137
747,7,2018,4,29,29/04/2018,50.5,48.7,1010.3,9.2,5.9,9.9,15,60.1,43,0,999.9,0,505
760,1,2018,4,23,23/04/2018,46.4,33.6,1030.7,10,7.1,12,15.9,57.9,35.1,0,999.9,0,675
772,4,2015,4,16,16/04/2015,46.4,28.5,1029.7,10,8.6,13,17.1,62.1,37.9,0,999.9,0,560
774,6,2014,4,19,19/04/2014,45.7,35.3,1023.5,10,5.9,14,18.1,59,34,0,999.9,0,525
776,7,2014,4,13,13/04/2014,47,40.4,1023.8,9.3,8.8,14,20,64,39,0,999.9,1,482
777,7,2014,4,27,27/04/2014,42.4,36.2,1012.5,9.9,4.8,14,17.1,50,36,0.37,999.9,0,449
778,3,2015,4,29,29/04/2015,49.3,38.5,1004.5,9.8,7.8,14,18.1,55.9,39.9,0,999.9,0,679
782,6,2016,4,9,09/04/2016,41.8,25.1,1007.5,10,9.7,14,21,53.1,35.1,0,999.9,0,557
783,5,2016,4,29,29/04/2016,46.1,33.9,1020.4,10,9.4,14,19,54,42.1,0,999.9,0,517
785,3,2019,4,17,17/04/2019,47.5,30.3,1019.3,10,10.1,14,22.9,55.9,39,0,999.9,0,620
789,6,2019,4,13,13/04/2019,49.7,48,1020.8,5.2,12.6,15,20,52,39,0,999.9,1,599
790,5,2014,4,18,18/04/2014,40.4,32,1032.7,9.9,9.1,15,21,46,35.1,0,999.9,0,496
791,5,2019,4,5,05/04/2019,39.4,18.1,1031,10,10.7,15,22.9,48.9,36,0,999.9,0,701
792,1,2014,4,7,07/04/2014,42,33.9,1022.6,10,7.4,15,22,48.9,35.1,0,999.9,0,533
793,5,2017,4,28,28/04/2017,53.1,51,1015.6,3.3,8.2,15,19,63,48,0,999.9,1,857
794,4,2013,4,25,25/04/2013,50.8,45.1,1017.9,7.2,10.4,15,20,55.9,45,0.01,999.9,0,583
796,7,2017,4,9,09/04/2017,46.3,30.9,1017.4,10,10.5,15,21,55,39,0,999.9,0,541
797,6,2018,4,21,21/04/2018,44.6,31.9,1024.6,10,10.5,15,18.1,52,37,0,999.9,0,584
799,1,2015,4,27,27/04/2015,49,37.9,1001.5,10,8.9,15,21,57,39,0,999.9,0,558
800,5,2014,4,4,04/04/2014,40,30.2,1019.1,10,7.7,15,20,48,33.1,0,999.9,0,622
802,7,2015,4,12,12/04/2015,45,31.4,1022.8,10,10.1,15.9,22.9,57.9,32,0,999.9,0,443
803,3,2013,4,10,10/04/2013,46.5,42,1014.1,7.6,8.8,15.9,17.1,54,41,0.12,999.9,1,580
804,5,2014,4,25,25/04/2014,49,32.3,1013.4,10,10.5,15.9,22.9,57,43,0,999.9,0,617
806,4,2015,4,30,30/04/2015,48.1,38.3,1009.8,10,7.8,15.9,19,57,39,0,999.9,0,640
808,5,2015,4,17,17/04/2015,47.5,43.2,1021.5,6.9,12.5,15.9,24.1,54,39,0,999.9,1,679
809,3,2015,4,22,22/04/2015,49.8,39.7,1007.9,10,8.6,15.9,22,57,37.9,0.05,999.9,0,568
811,7,2013,4,21,21/04/2013,45.1,28.5,1029.4,10,11.7,15.9,22,48.9,39,0.24,999.9,0,471
812,4,2017,4,13,13/04/2017,49.8,38.5,1024.2,9.5,8.2,15.9,20,57,42.1,0,999.9,0,590
813,3,2014,4,30,30/04/2014,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46,41,0.01,999.9,0,651
814,1,2017,4,17,17/04/2017,56.4,48.3,1010.6,8.7,12,15.9,21,70,48.9,0,999.9,0,488
815,4,2014,4,3,03/04/2014,40.9,30.9,1018.5,10,8.4,15.9,20,48.9,33.1,0,999.9,0,592
819,3,2017,4,19,19/04/2017,41.7,32.2,1033.5,10,10.5,17.1,20,53.1,32,0,999.9,0,580
821,7,2014,4,6,06/04/2014,41.1,25.3,1017.6,10,12.5,17.1,22.9,46.9,35.1,0,999.9,0,484
822,2,2019,4,2,02/04/2019,37.1,22.5,1029.6,10,8.7,17.1,22,46.9,23,0,999.9,0,553
823,3,2014,4,23,23/04/2014,49.5,45.4,998,9.2,8.6,17.1,29.9,57.9,43,0.01,999.9,0,536
824,6,2016,4,30,30/04/2016,47.3,33.1,1022.4,10,8.7,17.1,22,54,37,0,999.9,0,581
825,4,2013,4,18,18/04/2013,46.5,37.3,1028.1,10,8.8,17.1,24.1,54,35.1,0,999.9,0,553
826,5,2013,4,5,05/04/2013,42.9,38.5,1014.7,8.7,8,17.1,22,48,39,0.01,999.9,0,582
827,3,2013,4,17,17/04/2013,52.1,42.7,1021.9,8.3,11,17.1,22.9,60.1,44.1,0.03,999.9,0,535
828,4,2020,4,16,16/04/2020,43.7,30.9,1015.1,10,8.5,17.1,20,52,32,0.01,999.9,0,137
829,4,2017,4,20,20/04/2017,47.5,44.1,1022.6,5.9,9.8,17.1,20,54,32,0.09,999.9,1,632
830,2,2018,4,3,03/04/2018,35.3,32.5,1021.9,9.3,7.5,17.1,21,45,24.1,0.3,999.9,0,551
831,1,2019,4,29,29/04/2019,47.8,34.7,1025.4,9.8,10.9,17.1,19,54,42.1,0.24,999.9,0,565
832,7,2019,4,28,28/04/2019,46.9,36.3,1013.8,9.4,8.8,17.1,26,57,43,0.14,999.9,0,395
833,7,2017,4,23,23/04/2017,46.5,39.5,1017.3,10,10.5,17.1,24.1,55.9,43,0.27,999.9,0,517
835,3,2014,4,9,09/04/2014,46.8,36.1,1002.5,9.6,10,17.1,22.9,57,42.1,0.45,999.9,0,595
837,5,2014,4,11,11/04/2014,48,40.6,1017.8,8.8,13.4,18.1,21,53.1,44.1,0,999.9,0,609
838,1,2014,4,14,14/04/2014,52.2,47.8,1019.3,7,14.4,18.1,22.9,57.9,39,0,999.9,0,514
839,1,2018,4,9,09/04/2018,36.3,20.4,1018.1,10,12.6,18.1,22.9,42.1,30.9,0.01,999.9,0,625
840,3,2016,4,13,13/04/2016,46.7,34.2,1025.8,9.8,12.9,18.1,27,57.9,37.9,0.13,999.9,0,700
841,4,2019,4,11,11/04/2019,40.3,24,1021,10,10.8,18.1,24.1,48.9,35.1,0,999.9,0,537
842,7,2015,4,5,05/04/2015,41.6,27.3,1020.4,10,12.5,18.1,25.1,57,34,0.05,999.9,0,422
843,7,2014,4,20,20/04/2014,44.2,31.2,1030.4,10,9.2,18.1,21,59,34,0,999.9,0,393
844,2,2016,4,26,26/04/2016,46.8,42.8,1010.4,9,9.4,18.1,25.1,55,39.9,0.07,999.9,0,479
845,6,2016,4,2,02/04/2016,50.4,47.7,1000,5,8.5,18.1,25.1,59,46,0.79,999.9,1,597
846,6,2014,4,26,26/04/2014,44.9,36.6,1009.1,9.4,12.2,18.1,26,55,42.1,0,999.9,0,548
847,2,2015,4,7,07/04/2015,44.2,40.5,1024,8.6,9.3,18.1,21,51.1,32,0.12,999.9,0,452
849,7,2017,4,30,30/04/2017,53.4,40,1022.3,9.8,12.6,19,27,66.9,45,0,999.9,0,470
850,2,2019,4,23,23/04/2019,48.8,46.6,1012.2,6.3,11.4,19,28,57.9,44.1,0.28,999.9,1,592
851,6,2016,4,23,23/04/2016,53.4,49.8,1009,5.6,9.3,19,26,72,50,0.13,999.9,1,649
852,5,2018,4,20,20/04/2018,43.2,33.2,1014.9,10,11.6,19,24.1,51.1,37,0.08,999.9,0,707
853,5,2015,4,3,03/04/2015,45,41.6,1012.8,5.9,14.6,19,22,48,42.1,0,999.9,0,491
854,3,2015,4,15,15/04/2015,50.6,35.8,1019.2,8.3,6.9,19,27,62.1,37.9,0.03,999.9,1,595
855,1,2018,4,30,30/04/2018,46.2,40.4,1013.5,10,12,19,22,57.9,41,0.07,999.9,0,656
856,6,2014,4,5,05/04/2014,44.8,39.6,1008.7,7.7,13.8,19,25.1,50,41,0.03,999.9,1,580
857,6,2015,4,25,25/04/2015,43.7,27.5,1007.6,9.9,12.9,19,22.9,51.1,37,0,999.9,0,592
858,5,2013,4,19,19/04/2013,52.6,49.4,1018.1,4.6,12.5,19,29.9,59,46,0,999.9,1,570
859,5,2017,4,21,21/04/2017,45.7,43.4,1017,4.6,13.9,19,27,46.9,44.6,0.03,999.9,0,690
860,2,2019,4,9,09/04/2019,41.4,38.2,1006.5,9.4,12.7,19,24.1,50,39,0.19,999.9,0,537
861,4,2013,4,4,04/04/2013,39,18.8,1023.2,10,14,19,28,45,34,0,999.9,0,566
862,4,2013,4,11,11/04/2013,46.2,41,1013.7,6.6,10,19,26,52,42.8,0.06,999.9,1,517
863,3,2016,4,6,06/04/2016,37,15.3,1026.7,10,10.7,19,26,44.1,28.9,0,999.9,0,628
864,3,2019,4,10,10/04/2019,41.8,34.8,1007.6,9.3,10.4,19,22.9,48.9,35.1,0.1,999.9,0,633
865,6,2015,4,11,11/04/2015,47.8,40.7,1010.9,5.1,12.4,19,24.1,57.9,39.9,0.26,999.9,1,576
866,1,2014,4,28,28/04/2014,46.5,37.2,1016.1,10,13.7,20,24.1,52,41,0.01,999.9,0,597
867,3,2017,4,5,05/04/2017,42.6,38.4,1010.8,7.8,14.1,20,27,46.9,39,0.38,999.9,1,587
868,6,2013,4,6,06/04/2013,40.2,22,1018.3,10,12.5,20,28.9,45,35.1,0.33,999.9,0,531
870,4,2016,4,21,21/04/2016,49.6,39,1020.5,10,13.4,20,27,59,39,0,999.9,0,694
871,7,2015,4,19,19/04/2015,46.3,37.4,1022,9.9,11,20,27,64,39.9,0,999.9,0,471
872,7,2018,4,1,01/04/2018,44.2,40.5,1017.3,10,13.4,20,27,50,39,0,999.9,0,399
873,1,2013,4,22,22/04/2013,43,29.8,1037.8,10,11.3,20,25.1,50,34,0,999.9,0,565
874,2,2015,4,14,14/04/2015,49.8,46.3,1021.3,8.9,10.2,20,29.9,54,37.9,0,999.9,0,542
875,2,2013,4,9,09/04/2013,49.4,43.4,1015.9,6.7,10.7,20,28,63,39.9,0,999.9,1,613
876,1,2016,4,4,04/04/2016,36.5,22.1,1015.4,8.2,10.3,20,29.9,46.9,30.9,0.07,999.9,0,683
877,6,2017,4,22,22/04/2017,46.7,44.5,1012.1,5.7,13.2,20,27,48.9,44.1,0.19,999.9,0,551
878,1,2019,4,1,01/04/2019,41.8,26.6,1014.7,10,15.2,20,28,55.9,36,0.07,999.9,0,602
879,6,2017,4,29,29/04/2017,54.2,51.6,1015.5,2.7,11.6,21,28,64,48.2,0.11,999.9,1,661
880,2,2017,4,25,25/04/2017,49.7,46.6,1021.4,6.7,14.2,21,28.9,52,42.1,0.01,999.9,0,723
881,5,2015,4,24,24/04/2015,44,27.7,1006,10,14.6,21,28,51.1,37.9,0,999.9,0,676
882,7,2016,4,24,24/04/2016,49.1,31.2,1014.6,10,13.4,21,27,60.1,44.1,0.26,999.9,0,448
883,4,2014,4,17,17/04/2014,37.5,23.8,1037.9,10,15.2,21,28.9,53.1,34,0.67,999.9,0,508
884,5,2015,4,10,10/04/2015,43.9,41.7,1015.2,3.6,9.4,21,27,53.1,37,0.01,999.9,1,486
885,4,2018,4,26,26/04/2018,50,48.9,1005.4,3.2,12.7,21,27,55,48,0.81,999.9,1,729
886,7,2018,4,8,08/04/2018,37.9,28.3,1009.4,9.5,11.2,21,28,50,33.1,0.03,999.9,0,468
887,3,2015,4,1,01/04/2015,37.9,24.8,1012.3,9.8,11.5,21,26,46,34,0.01,999.9,0,648
888,6,2018,4,7,07/04/2018,43.5,37.2,1008.6,8.7,10.7,21,29.9,50,28.9,0.1,999.9,0,487
889,7,2019,4,21,21/04/2019,52.2,51.5,1018.4,2.3,11.6,21,28,61,48.9,0.51,999.9,1,398
890,6,2018,4,14,14/04/2018,47.7,45,1017.1,7,13.7,21,28.9,52,42.1,0.08,999.9,0,624
891,2,2018,4,17,17/04/2018,45.6,41.3,1001.3,8.4,16.1,22,28.9,53.1,39,0.43,999.9,0,600
892,2,2017,4,18,18/04/2017,47.8,39.2,1024.7,10,12.1,22,29.9,53.1,41,0,999.9,0,516
893,3,2015,4,8,08/04/2015,41.2,34.2,1028.3,10,14.8,22,28,48,39,0.06,999.9,0,457
894,6,2019,4,20,20/04/2019,54.5,52.8,1013.8,2.9,17.7,22,31.1,61,48.9,0,999.9,1,456
895,2,2013,4,23,23/04/2013,44.6,40,1026.9,5.1,15,22,28.9,46.4,42.1,0.11,999.9,0,513
896,4,2015,4,23,23/04/2015,46.9,37.6,1003.6,9.8,13.4,22,28.9,57,37.9,0.13,999.9,0,612
897,4,2019,4,4,04/04/2019,44.5,26,1023.7,9.8,16.5,22,32.1,50,37,0.19,999.9,0,660
898,7,2018,4,15,15/04/2018,39.7,31.5,1027.4,9,17.5,22,33,55,37,0,999.9,0,510
899,6,2017,4,8,08/04/2017,43.9,30.6,1002.9,9.8,16.5,22,28.9,51.1,39,0,999.9,0,627
900,7,2017,4,16,16/04/2017,51.9,46.9,1014.7,5.3,15.7,22,28,57,37,0,999.9,1,481
902,7,2016,4,10,10/04/2016,40.6,23.9,1019.2,10,15.7,22,28.9,48,35.1,0,999.9,0,499
903,2,2014,4,29,29/04/2014,44.2,36,1028.1,10,16.5,22,28,46.9,42.1,0,999.9,0,555
904,2,2014,4,15,15/04/2014,52.6,48,1013.3,6.6,16,22,32.1,57.9,48.9,0,999.9,0,452
905,5,2019,4,19,19/04/2019,53.7,50.7,1014.1,4.8,16.7,22,32.1,59,50,0,999.9,1,551
906,7,2016,4,17,17/04/2016,45.8,36.5,1027.9,10,15.4,22.9,29.9,52,42.1,0,999.9,0,568
907,2,2014,4,8,08/04/2014,47.7,45.8,1003.5,1.9,14.7,22.9,29.9,52,44.1,0.7,999.9,1,606
908,5,2020,4,24,24/04/2020,46.3,42.8,1008.7,7.7,12.5,22.9,34,50,36,0.54,999.9,1,172
909,6,2020,4,18,18/04/2020,41,37,1010.2,6.9,15.3,22.9,28.9,46.9,36,0.61,999.9,1,125
910,4,2019,4,18,18/04/2019,43.7,38.7,1023.9,9.6,12.1,22.9,29.9,55.9,34,0,999.9,0,540
912,1,2019,4,15,15/04/2019,52,51.1,997.1,2.1,15.1,22.9,32.1,68,45,0.03,999.9,1,657
913,4,2018,4,5,05/04/2018,39.9,24,1010.7,10,17,22.9,33,57,34,0.17,999.9,0,531
914,2,2013,4,2,02/04/2013,39.6,18.8,1011.4,9.9,17.2,22.9,33,51.1,32,0.02,999.9,0,437
915,5,2020,4,17,17/04/2020,42.2,20.9,1020.9,10,16.3,22.9,28.9,52,32,0,999.9,0,157
916,4,2015,4,9,09/04/2015,39.4,35.5,1024.6,4.5,18.7,24.1,33,46.9,37,0.18,999.9,0,452
917,3,2016,4,20,20/04/2016,47.3,33.8,1020.5,10,11.7,24.1,28,55,37.9,0.01,999.9,0,697
918,2,2020,4,21,21/04/2020,42.4,33,1004.5,9.4,11.8,24.1,49,52,28.9,0,999.9,1,120
919,5,2019,4,26,26/04/2019,46.8,44.2,1011.9,7,13.9,24.1,31.1,55,39.9,0,999.9,1,500
920,4,2017,4,6,06/04/2017,41.9,38.5,1013.6,7.9,12.9,24.1,29.9,51.8,39,0,999.9,1,713
922,7,2020,4,19,19/04/2020,44.3,35.7,1010.1,10,14.9,24.1,28.9,52,37,0.05,999.9,0,102
923,2,2019,4,16,16/04/2019,47.1,32.1,1007.6,10,18.3,24.1,33,57,42.1,0.58,999.9,0,638
924,3,2020,4,1,01/04/2020,39.9,30.6,1009.5,10,15.5,25.1,34,44.1,34,0,999.9,1,154
925,6,2013,4,20,20/04/2013,52.7,49.6,1012.4,3.6,15.2,25.1,39,57.2,46.9,0.62,999.9,1,532
926,4,2020,4,2,02/04/2020,42,38,998,9.4,21.7,25.1,33,45,37.9,0.15,999.9,1,166
927,5,2018,4,13,13/04/2018,47.7,45.3,1013.5,6.7,15.4,25.1,32.1,51.1,37,0.02,999.9,1,755
928,5,2017,4,7,07/04/2017,47.8,42.6,994.7,6.9,14.9,25.1,34,54,39,0.12,999.9,1,694
929,3,2017,4,26,26/04/2017,53.1,51.8,1011.6,1.1,17.9,25.1,34,55.4,50,0.76,999.9,1,630
